dataset,unit_id,regime_id,capability,mechanism,mechanism_status,activation_measure,reference_cost,capability_cost,paired_cost_effect,switch_reduction,execution_agreement,evidence_source,materially_favorable,materially_adverse,counterexample_flag
M5,FOODS_3_318__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.14285714285714285,4604.207302469701,4604.207302469701,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_318__WI_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.07142857142857142,8983.674432480906,8983.674432480906,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_319__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.14285714285714285,1329.7196134471476,1329.7196134471476,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_376__WI_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.14285714285714285,31082.972999273654,31082.972999273654,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_377__TX_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1100.3241309422876,1100.3241309422876,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_377__TX_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1388.5031873961154,1388.5031873961154,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_412__WI_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.32142857142857145,12100.769691539612,12100.769691539612,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_462__WI_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.10714285714285714,6264.685387635777,6264.685387635777,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_501__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,2242.933633330551,2242.933633330551,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_541__CA_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.07142857142857142,147.83333472656219,147.83333472656219,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_541__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,1212.878205961741,1212.878205961741,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_547__WI_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.35714285714285715,4568.475753335971,4422.433764677306,-146.04198865866508,,False,results/working/rate_limiter_mechanism_audit.csv,True,False,False
M5,FOODS_3_555__CA_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1338.288815348624,1338.288815348624,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_555__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,7030.0008729935325,7030.0008729935325,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_555__TX_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,6390.228472303868,6390.228472303868,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_555__TX_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4858.649185355362,4858.649185355362,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_555__TX_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2608.5467043332997,2608.5467043332997,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_555__WI_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2282.410177684221,2282.410177684221,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_586__CA_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,5973.687578331774,5973.687578331774,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_586__CA_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2941.7640414559255,2941.7640414559255,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_586__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2730.6327995109077,2730.6327995109077,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_586__TX_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,5178.003789299178,5178.003789299178,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_586__TX_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,8298.143836280095,8298.143836280095,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_586__TX_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,4877.11871242729,4877.11871242729,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_586__WI_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1718.4532552962794,1718.4532552962794,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_587__CA_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1257.9623830727928,1257.9623830727928,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_587__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2805.3218097832914,2805.3218097832914,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_587__TX_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1368.7888093969802,1368.7888093969802,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_587__TX_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2110.801459679568,2110.801459679568,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_587__TX_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2502.338340955708,2502.338340955708,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_587__WI_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,17671.332797118288,17671.332797118288,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_607__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.07142857142857142,4729.957948329251,4729.957948329251,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_635__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.10714285714285714,2353.1281242812165,2353.1281242812165,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_681__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.07142857142857142,3374.903294591375,3374.903294591375,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_681__WI_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,14550.358304953557,14550.358304953557,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_694__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,3865.196938776951,3865.196938776951,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_694__WI_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,3938.556090497356,3938.556090497356,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_694__WI_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1822.1080640267694,1822.1080640267694,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_694__WI_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2575.065308324023,2575.065308324023,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_711__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.5357142857142857,1682.1348652734507,1706.9816086338294,24.846743360378923,,False,results/working/rate_limiter_mechanism_audit.csv,False,True,True
M5,FOODS_3_711__WI_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.42857142857142855,3038.8346592423122,3306.66130849408,267.82664925176783,,False,results/working/rate_limiter_mechanism_audit.csv,False,True,True
M5,FOODS_3_714__CA_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,7691.905302417217,7691.905302417217,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_714__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,2211.06356753548,2211.06356753548,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_714__TX_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2077.613852430292,2077.613852430292,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
M5,FOODS_3_714__TX_2,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,1371.6980551521115,1371.6980551521115,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_714__TX_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,2681.116310283313,2681.116310283313,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_714__WI_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.10714285714285714,2396.874290632069,2053.1410486574428,-343.73324197462625,,False,results/working/rate_limiter_mechanism_audit.csv,True,False,False
M5,FOODS_3_723__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,6192.395323555354,6192.395323555354,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_723__WI_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.03571428571428571,5681.229029119641,5681.229029119641,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_752__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.2857142857142857,5718.8452751551295,5718.8452751551295,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_804__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.3928571428571429,4410.177283064339,4667.691883327661,257.51460026332364,,False,results/working/rate_limiter_mechanism_audit.csv,False,True,True
M5,FOODS_3_808__CA_1,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.32142857142857145,1212.4175062350027,1212.4175062350027,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,FOODS_3_808__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.07142857142857142,2343.4159565487907,2343.4159565487907,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,HOUSEHOLD_1_118__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.07142857142857142,3255.8949117117168,3264.9321102095564,9.0371984978392,,False,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,HOUSEHOLD_1_334__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,active,0.10714285714285714,10955.162142156609,10955.162142156609,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
M5,HOUSEHOLD_1_459__CA_3,strict_frozen,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,7651.237768229005,7651.237768229005,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_001__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,363984.4884586836,363984.4884586836,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_001__dept_090,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,649459.5878346611,649459.5878346611,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_001__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1033059.790082484,1033059.790082484,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_001__dept_095,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,767408.2492491393,767408.2492491393,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_001__dept_098,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,203564.71335832268,203564.71335832268,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_002__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,446871.6193686005,446871.6193686005,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_002__dept_090,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,708555.0411533698,708555.0411533698,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_002__dept_091,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,387303.5023919775,387303.5023919775,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_002__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1528675.076956186,1528675.076956186,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_002__dept_095,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,871949.5389254754,871949.5389254754,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_003__dept_014,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,36367.680412360976,36367.680412360976,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_003__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,710952.7831635086,710952.7831635086,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_004__dept_002,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,793036.4889783913,793036.4889783913,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_004__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,372670.4270419632,372670.4270419632,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_004__dept_072,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1981038.65154438,1981038.65154438,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_004__dept_090,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,640758.3124123869,640758.3124123869,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_004__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1444672.461094777,1444672.461094777,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_004__dept_095,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1259907.5154809009,1259907.5154809009,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_006__dept_016,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,514302.3258114277,514302.3258114277,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_006__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,644392.9859198715,644392.9859198715,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_006__dept_072,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,446066.091831101,446066.091831101,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_006__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,595044.8548274522,595044.8548274522,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_006__dept_095,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,753694.4106649384,753694.4106649384,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_009__dept_003,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,3383153.914577829,3383153.914577829,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_009__dept_005,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,951018.5228099085,951018.5228099085,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_009__dept_033,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,108628.69134556627,108628.69134556627,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_009__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,808372.7950460046,808372.7950460046,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_010__dept_002,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,471201.17878147366,471201.17878147366,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_010__dept_008,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,432387.37664984853,432387.37664984853,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_010__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,703898.8508656325,703898.8508656325,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_010__dept_040,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,724465.7625533831,724465.7625533831,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_010__dept_072,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1344372.7355874844,1344372.7355874844,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_013__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,401615.8834291686,401615.8834291686,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_013__dept_090,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1141423.4769213337,1141423.4769213337,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_013__dept_091,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,494979.3401630807,494979.3401630807,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_013__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1374914.788263648,1374914.788263648,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_013__dept_095,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1398157.67687914,1398157.67687914,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_014__dept_002,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,523022.4128858356,523022.4128858356,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_014__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,755532.9563362538,755532.9563362538,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_014__dept_046,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,281843.51734190545,281843.51734190545,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_014__dept_072,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1874474.5988048024,1874474.5988048024,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_014__dept_090,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1027059.9981775428,1027059.9981775428,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_014__dept_091,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,445039.86825966695,445039.86825966695,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_014__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1210187.3119896138,1210187.3119896138,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_014__dept_095,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1412131.3433889109,1412131.3433889109,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_015__dept_026,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,444558.42720517993,444558.42720517993,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_016__dept_096,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,3131.657510386964,3131.657510386964,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_019__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1671408.8389036988,1671408.8389036988,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_019__dept_095,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1917738.757119659,1917738.757119659,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_020__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,685880.1269839305,685880.1269839305,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_020__dept_040,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,501042.7354949946,501042.7354949946,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_020__dept_072,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,7059601.436800137,7059601.436800137,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_020__dept_083,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,39871.14224743257,39871.14224743257,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_020__dept_090,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,731306.8890349084,731306.8890349084,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_020__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1003437.3217231105,1003437.3217231105,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_020__dept_095,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1110991.217946553,1110991.217946553,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_022__dept_059,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,8897.494087330078,8897.494087330078,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_023__dept_032,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,122856.35443976305,122856.35443976305,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_023__dept_072,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2862534.8403255576,2862534.8403255576,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_024__dept_018,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.6666666666666666,930522.8983680268,930596.5744027492,73.67603472224438,,False,results/working/rate_limiter_mechanism_audit.csv,False,False,True
Walmart,store_024__dept_040,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,254703.61827860397,254703.61827860397,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_024__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1011803.0152478829,1011803.0152478829,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_024__dept_095,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,642078.6570727032,642078.6570727032,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_025__dept_018,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,active,0.2307692307692308,938953.0717945652,938953.0717945652,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,True
Walmart,store_026__dept_024,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,457373.24410973565,457373.24410973565,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_026__dept_036,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,67509.13865944842,67509.13865944842,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_026__dept_038,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,816275.3761478955,816275.3761478955,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_026__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,855764.2917359669,855764.2917359669,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_027__dept_071,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,159468.78064309465,159468.78064309465,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_027__dept_090,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,1042391.7574177844,1042391.7574177844,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
Walmart,store_027__dept_092,family_frozen_parameter_recalibrated,ensemble_rate_limiting,rate_cap_activation,inactive,0.0,2213505.64539326,2213505.64539326,0.0,,True,results/working/rate_limiter_mechanism_audit.csv,False,False,False
